epoch,train_loss,val_loss,train_acc,val_acc,lr,train_reg_mae,val_reg_mae,epoch_time_sec,total_time_sec,cuda_mem_alloc_mb,cuda_mem_reserved_mb,cuda_mem_peak_mb
24,258196.62694237806,307694.9272307463,0.943984097870716,0.9474154625353791,0.001,321.01368836364685,285.79175357486173,863.9027936458588,21154.27240896225,22.5908203125,3496.0,2805.203125
25,255433.24087000848,309439.2691728037,0.9435465100040035,0.9386079249217936,0.001,320.5611707159304,283.8924389070181,860.1026558876038,22014.375064849854,22.5908203125,3496.0,2805.203125
26,254871.25328772797,315963.217953388,0.9435604755742177,0.9623491732459407,0.001,319.8373925923997,329.6155081012646,861.5899314880371,22875.96586227417,22.5908203125,3496.0,2805.203125
27,253182.77051400425,302265.93569380307,0.9442959956055006,0.9581781617756592,0.001,318.00956837041286,306.19314609290626,860.8114469051361,23736.77831673622,22.5908203125,3496.0,2805.203125
28,250709.6716675531,423247.89604824595,0.9433742679713613,0.8440525845374646,0.001,320.89389479823245,544.300249945011,858.8034119606018,24595.581728696823,22.5908203125,3496.0,2805.203125
29,247090.44292526034,294911.79188060947,0.9431275428975765,0.93667138388202,0.001,322.8282853767533,261.3411982522252,861.4858798980713,25457.068608522415,22.5908203125,3496.0,2805.203125
30,245275.84720938813,330974.4603905203,0.9447522042324988,0.9166914941158946,0.001,319.8850986347491,416.3384788827997,863.34201836586,26320.411628484726,22.5908203125,3496.0,2805.203125
31,243005.3183788504,297665.0474231435,0.943620993045146,0.9634850290481156,0.001,322.52649109784,295.3005371457433,863.726940870285,27184.13969731331,22.5908203125,3496.0,2805.203125
32,243127.53799537043,294419.7288790174,0.9437327176068598,0.9616229703560256,0.001,323.0926778742671,287.61238759820907,864.4764006137848,28048.616097927094,22.5908203125,3496.0,2805.203125
33,238354.0169520565,302756.5887876136,0.9439189252097163,0.962479517354387,0.001,320.2151656763962,320.652318474008,861.4499988555908,28910.066843509674,22.5908203125,3496.0,2805.203125
34,227121.65120239195,301076.31654997764,0.9430111631457913,0.9657567406524654,0.001,321.6053467762918,271.65548431019164,862.8711884021759,29772.939033031464,22.5908203125,3496.0,2805.203125
35,241180.7299137277,286934.7961592712,0.9420382284208664,0.9610829733353196,0.001,319.5828126763881,307.5338313697827,859.6284871101379,30632.568515777588,22.5908203125,3496.0,2805.203125
36,225752.1792282364,295232.24055819865,0.943676855326003,0.9404513630269626,0.001,320.2410508289657,296.0848813454014,861.0402846336365,31493.608800411224,22.5908203125,3496.0,2805.203125
37,225914.84997835336,307936.05301513855,0.9432485778394332,0.9640064054819008,0.001,319.58348948147074,286.8357395289748,857.2285859584808,32350.837386369705,22.5908203125,3496.0,2805.203125
38,229178.6355558617,277846.57423038787,0.943281164169933,0.9392596454640251,0.001,317.00223517087386,290.5588719132013,861.9940919876099,33212.83247637749,22.5908203125,3496.0,2805.203125
39,223855.06088246693,281721.3783243567,0.9439654771104304,0.959146432295546,0.001,320.882222536488,272.1244355816431,863.40793800354,34076.241414785385,22.5908203125,3496.0,2805.203125
40,216909.16797853317,305932.8397634487,0.9444216857374287,0.9630008937881722,0.001,319.312732511742,290.06693880060436,858.8201234340668,34935.06153821945,22.5908203125,3496.0,2805.203125
41,216707.11818829313,302057.57486057834,0.9433742679713613,0.948737524206763,0.001,319.33839192850775,321.22072449139614,862.5217218399048,35797.58425593376,22.5908203125,3496.0,2805.203125
42,217025.4473494366,274122.225340524,0.943313750500433,0.9490354535974974,0.001,318.0863716260237,310.20481103595637,862.3955900669098,36659.97984600067,22.5908203125,3496.0,2805.203125
43,207603.2752776457,284767.04565826105,0.9419730557598667,0.9374720691196187,0.001,318.65006417411365,313.1194918339998,861.5225119590759,37521.50336122513,22.5908203125,3496.0,2805.203125
44,201966.00800096247,312389.2531329137,0.9426294375599356,0.7951735438701028,0.001,317.00637453951805,389.9084376462007,863.7868511676788,38385.29021239281,22.5908203125,3496.0,2805.203125
45,195420.16342146578,278369.58546500263,0.9437327176068598,0.8997095188440339,0.001,316.17321981803883,388.94596294765057,865.2190139293671,39250.510222673416,22.5908203125,3496.0,2805.203125
46,195299.41568214245,279395.8907599993,0.9441656502835011,0.9261507522717116,0.001,316.8456195838864,339.15380444775997,870.8118462562561,40121.323073387146,22.5908203125,3496.0,2805.203125
47,199793.46964059604,322048.4097017913,0.9442028918040724,0.8207396097124982,0.001,313.68345098477636,441.31139082037066,881.3568940162659,41002.68097162247,22.5908203125,3496.0,2805.203125
48,204627.87949011265,283681.7164072974,0.9414423640917259,0.9495568300312826,0.001,320.0419769137941,288.0371020104124,866.8079843521118,41869.489958286285,22.5908203125,3496.0,2805.203125
49,189036.98835802427,271779.60273676075,0.9444915135884998,0.9469313272754357,0.001,313.99531480236425,337.0547479078025,867.0758411884308,42736.565799474716,22.5908203125,3496.0,2805.203125
50,181447.47979851175,275303.83055905986,0.943779269507574,0.9133397884701325,0.001,313.6523008940656,302.66155961308164,869.4934802055359,43606.05927968025,22.5908203125,3496.0,2805.203125
