epoch,train_loss,val_loss,train_acc,val_acc,lr,train_reg_mae,val_reg_mae,epoch_time_sec,total_time_sec,cuda_mem_alloc_mb,cuda_mem_reserved_mb,cuda_mem_peak_mb,sys_ram_mb,sys_vms_mb,cpu_percent
28,0.1438453426386886,0.13130958076956578,0.9642062435409238,0.9706353344257411,1e-05,0.5999837540385521,0.5109771850051209,501.2645933628082,14285.214650154114,22.208984375,1982.0,1594.39404296875,1571.81640625,4790.609375,99.7
29,0.14343075502542768,0.12884443548671556,0.9639967599877103,0.9702070609265604,1e-05,0.5969188590198334,0.50326385930276,501.86087012290955,14787.076519012451,22.208984375,1982.0,1594.39404296875,1569.6953125,4788.23046875,99.5
30,0.14302216167271015,0.13044721531448228,0.9642015883508523,0.9708029197080292,1e-05,0.5973768829860974,0.5161398964064604,505.7400724887848,15292.838601350784,22.208984375,1982.0,1594.39404296875,1571.66015625,4790.609375,98.7
31,0.1415907097523507,0.12823438547017782,0.9648300390104928,0.9708029197080292,1e-05,0.5947952518899807,0.5008118393416556,501.96650409698486,15794.80510544777,22.208984375,1982.0,1594.39404296875,1571.66015625,4790.609375,99.3
32,0.1412319017497661,0.1267910128106672,0.9648859012913498,0.9716594667063906,1e-05,0.5946876582469661,0.4993685933386855,501.9464111328125,16296.769739866257,22.208984375,1982.0,1594.39404296875,1571.66015625,4790.609375,99.6
33,0.13882664138997508,0.1254214766434909,0.9653746962488479,0.9718270519886787,1e-05,0.5924125425063547,0.49409104199766773,499.79485034942627,16796.58010005951,22.208984375,1982.0,1594.39404296875,1571.390625,4790.171875,99.8
34,0.1397358362450067,0.1250315970504948,0.9650721088942061,0.971957396097125,1e-05,0.5915947335589944,0.4993001287071925,502.4083549976349,17299.006964683533,22.208984375,1982.0,1594.39404296875,1571.828125,4790.609375,99.2
35,0.1382554896184255,0.12477233188145521,0.965705214743918,0.9721063607924921,1e-05,0.591257094315821,0.491753774003231,502.7317430973053,17801.73970270157,22.208984375,1982.0,1594.39404296875,1571.83203125,4790.609375,99.5
36,0.13718905089696906,0.12345572609998787,0.9661753889411304,0.9721622225532549,1e-05,0.586665655148699,0.48765342183711896,501.2226228713989,18302.978609085083,22.208984375,1982.0,1594.39404296875,1571.83203125,4790.609375,99.7
37,0.13700601964906237,0.12294603190826674,0.9665478041468433,0.9721622225532549,1e-05,0.5869488957014669,0.488021794435219,501.7345049381256,18804.727142095566,22.208984375,1982.0,1594.39404296875,1571.83203125,4790.609375,99.8
38,0.13629880039054512,0.12482416717277035,0.9666176319979145,0.9723111872486221,1e-05,0.5873460028317533,0.49182846939334673,504.27009534835815,19308.998237609863,22.208984375,1982.0,1594.39404296875,1569.7109375,4788.23046875,98.7
39,0.135393114574179,0.12176675474279225,0.9666548735184858,0.9730373901385372,1e-05,0.5857080633375893,0.48450306153379114,500.26001167297363,19809.259286880493,22.208984375,1982.0,1594.39404296875,1571.3984375,4790.234375,99.2
40,0.13509629423588104,0.12141183773675815,0.9665617697170575,0.97288842544317,1e-05,0.5831659789862618,0.4850451661420618,500.2654778957367,20309.543796777725,22.208984375,1982.0,1594.39404296875,1570.0859375,4788.60546875,99.5
41,0.134395940113019,0.12291405533098987,0.9670272887241986,0.9729815283777745,1e-05,0.5844606375580401,0.4909718621954484,502.3734197616577,20811.91821718216,22.208984375,1982.0,1594.39404296875,1571.77734375,4790.609375,99.1
42,0.13350964012648064,0.1203124706697068,0.967246082657555,0.973242216594667,1e-05,0.5801568006760406,0.4829594940857225,500.53333163261414,21312.452547311783,22.208984375,1982.0,1594.39404296875,1571.77734375,4790.609375,99.4
43,0.13294894178903688,0.11917285140258055,0.9671948755667694,0.973260837181588,1e-05,0.5792286153694582,0.479760027262061,501.34337306022644,21813.812405347824,22.208984375,1982.0,1594.39404296875,1571.3984375,4790.171875,99.7
44,0.1324001497737837,0.1185850986932569,0.9676231530533391,0.973260837181588,1e-05,0.5794534326999234,0.477910664528009,502.69638085365295,22316.523795843124,22.208984375,1982.0,1594.39404296875,1571.8359375,4790.609375,99.3
45,0.1315212691005426,0.11955834417435347,0.9680979824406231,0.9734842842246387,1e-05,0.5770044676484415,0.4837303696491316,502.1243178844452,22818.6626393795,22.208984375,1982.0,1594.39404296875,1571.8359375,4790.609375,99.5
46,0.13127337552315924,0.11864052021521651,0.96815384472148,0.9740615224191866,1e-05,0.5769367929275514,0.48213806719533486,504.77663016319275,23323.44027018547,22.208984375,1982.0,1594.39404296875,1571.8359375,4790.609375,98.9
47,0.13067176504321293,0.11788907312256301,0.9678884988874096,0.9739497988976612,1e-05,0.5764324596989308,0.48093910059594336,499.95008540153503,23823.390355587006,22.208984375,1982.0,1594.39404296875,1571.3984375,4790.171875,99.6
48,0.13022928845983608,0.11965194874984593,0.9680560857299804,0.974005660658424,1e-05,0.5749160566786962,0.4896177246480732,500.82805252075195,24324.219415426254,22.208984375,1982.0,1594.39404296875,1571.4609375,4790.234375,99.4
49,0.1285573084136314,0.11610796418649756,0.9688614336123343,0.9744525547445255,1e-05,0.5733477882356592,0.4716503843010298,501.7263095378876,24825.94672226906,22.208984375,1982.0,1594.39404296875,1571.4609375,4790.234375,99.2
50,0.12851462727769739,0.11609733414915445,0.9687264331002635,0.9742477282883957,1e-05,0.5726042094446369,0.4737747787239476,502.06189799308777,25328.028267145157,22.208984375,1982.0,1594.39404296875,1571.8359375,4790.609375,99.4
51,0.1284185035544469,0.11567475902643312,0.9688753991825486,0.9741546253537912,1e-05,0.5730585373491147,0.4712304427196492,502.54072737693787,25830.569994449615,22.208984375,1982.0,1594.39404296875,1571.8359375,4790.609375,99.2
52,0.12743577173592005,0.11601070370472402,0.9690010893144767,0.9744711753314464,1e-05,0.5703865918337395,0.4726793693214029,503.3210246562958,26333.909536361694,22.208984375,1982.0,1594.39404296875,1571.3984375,4790.171875,99.1
53,0.12653722274474025,0.11493893616366507,0.9693502285698326,0.9740242812453449,1e-05,0.5688811330802303,0.47547316988054694,502.1299524307251,26836.04049897194,22.208984375,1982.0,1594.39404296875,1571.4609375,4790.234375,99.2
54,0.12686226174229934,0.11388264445519458,0.9692338488180472,0.9748622076567853,1e-05,0.5689489040458041,0.4688863339446153,504.7877085208893,27340.829210281372,22.208984375,1982.0,1594.39404296875,1569.77734375,4788.23046875,99.0
55,0.12590880291156747,0.1131823532398178,0.9694060908506894,0.9749925517652316,1e-05,0.567839009104737,0.4682889918749687,501.24014115333557,27842.08686566353,22.208984375,1982.0,1594.39404296875,1571.78515625,4790.609375,99.7
56,0.12500995966771658,0.11318964970227496,0.9697691956762594,0.9750297929390734,1e-05,0.5665902250982253,0.46820166440225297,502.68844509124756,28344.789949417114,22.208984375,1982.0,1594.39404296875,1571.78515625,4790.609375,99.5
57,0.12559178236477983,0.11308133790571102,0.9693921252804752,0.9751415164605989,1e-05,0.5656772838370091,0.47008352693068756,502.06095027923584,28846.869416713715,22.208984375,1982.0,1594.39404296875,1571.40234375,4790.171875,99.4
58,0.12433293773975251,0.11256757701107416,0.9701741972124722,0.9753463429167287,1e-05,0.5650551002339279,0.46662632830892714,500.4304852485657,29347.30090236664,22.208984375,1982.0,1594.39404296875,1571.46484375,4790.234375,99.8
59,0.12471661877481877,0.11294342384256204,0.970025231130187,0.9754394458513332,1e-05,0.5660880267932519,0.4706027552354501,501.9182639122009,29849.238173246384,22.208984375,1982.0,1594.39404296875,1571.83984375,4790.609375,99.7
60,0.12345808487159476,0.1132797629487962,0.9704860949472567,0.9755325487859378,1e-05,0.5645681636037149,0.4728028120057657,501.52172565460205,30350.760912895203,22.208984375,1982.0,1594.39404296875,1571.83984375,4790.609375,99.7
61,0.12390100396970158,0.11153367077178435,0.9703650600054,0.9757001340682259,1e-05,0.5653818507977963,0.47014804568674995,500.4057195186615,30851.16763472557,22.208984375,1982.0,1594.39404296875,1571.84765625,4790.61328125,99.8
62,0.12310976806647886,0.11146753824249511,0.9705186812777565,0.9757187546551467,1e-05,0.564448290186334,0.46647004871277487,505.30417346954346,31356.472809553146,22.208984375,1982.0,1594.39404296875,1571.41015625,4790.17578125,99.0
63,0.12291272366883592,0.11323300837520407,0.9704116119061141,0.9759049605243557,1e-05,0.5638438447772576,0.4762455591337879,501.3438482284546,31857.834180116653,22.208984375,1982.0,1594.39404296875,1570.16015625,4788.609375,99.3
64,0.12208068684229467,0.11042660017592593,0.970784027111827,0.9760725458066438,1e-05,0.5621849584527525,0.46269034071436016,499.29190468788147,32357.126084804535,22.208984375,1982.0,1594.39404296875,1571.84765625,4790.61328125,99.2
65,0.12180159418917069,0.11188790961932438,0.9709236828139693,0.9760911663935647,1e-05,0.5622752350116549,0.47639717255550723,500.82911229133606,32857.97621488571,22.208984375,1982.0,1594.39404296875,1571.84765625,4790.61328125,99.4
66,0.12166600125378099,0.10991171685293145,0.9708259238224697,0.9758118575897512,1e-05,0.5623693342012723,0.4634449435083056,501.81158566474915,33359.788816690445,22.208984375,1982.0,1594.39404296875,1571.41015625,4790.17578125,99.5
67,0.12115497269236226,0.10906343111782515,0.9708259238224697,0.9759049605243557,1e-05,0.5616082917238061,0.460212050225826,500.51272654533386,33860.30154323578,22.208984375,1982.0,1594.39404296875,1571.47265625,4790.23828125,99.7
68,0.11985449870624824,0.10956442489238942,0.9713379947303249,0.9763332340235364,1e-05,0.559799373759753,0.4662054406714017,502.9035539627075,34363.225621938705,22.208984375,1982.0,1594.39404296875,1571.84765625,4790.61328125,99.5
69,0.1202864999720617,0.11226499091645706,0.9710633385161116,0.9762028899150901,1e-05,0.5596841846291573,0.4725723844623665,501.21446108818054,34864.44108915329,22.208984375,1982.0,1594.39404296875,1571.84765625,4790.61328125,99.3
70,0.12010744120154816,0.10962457583741887,0.9710354073756832,0.9756070311336213,1e-05,0.5600188934816439,0.4611150891312398,504.0850250720978,35368.52611422539,22.208984375,1982.0,1594.39404296875,1571.84765625,4790.61328125,98.9
71,0.11977425534840207,0.10784146957888557,0.9713892018211103,0.9759049605243557,1e-05,0.5582058596244983,0.4579697295626034,501.00885343551636,35869.535967350006,22.208984375,1982.0,1594.39404296875,1571.41015625,4790.17578125,99.4
72,0.11929084233621874,0.10876642373033532,0.971747651456609,0.9757932370028304,1e-05,0.558460739400818,0.46062346442737007,499.87113857269287,36369.42211842537,22.208984375,1982.0,1594.39404296875,1571.8515625,4790.6171875,99.7
73,0.11882665048817262,0.10775093254771288,0.9717988585473945,0.9766497840011917,1e-05,0.5568818723665856,0.4608869578361369,501.99092841148376,36871.41404938698,22.208984375,1982.0,1594.39404296875,1571.8515625,4790.6171875,99.4
74,0.11833162605498884,0.10808778790687415,0.9717290306963233,0.9767056457619544,1e-05,0.5565590262496266,0.4662770490683299,502.42974758148193,37373.844798088074,22.208984375,1982.0,1594.39404296875,1570.1640625,4788.61328125,99.3
75,0.11823033703810028,0.10801321073548593,0.9716079957544667,0.9766684045881127,1e-05,0.5572431996422138,0.461830507602632,501.6661729812622,37875.511969566345,22.208984375,1982.0,1594.39404296875,1571.8515625,4790.6171875,99.4
76,0.117705100759407,0.10587800486446422,0.971826789687823,0.9766870251750335,1e-05,0.5551277486311076,0.45699314850551903,500.58638882637024,38376.098358392715,22.208984375,1982.0,1594.39404296875,1571.4140625,4790.1796875,99.4
77,0.11683498155301893,0.10950453616662066,0.9719571350098225,0.9767242663488753,1e-05,0.5551586657185665,0.47072646501752247,500.29683113098145,38876.41318368912,22.208984375,1982.0,1594.39404296875,1571.8515625,4790.6171875,99.4
78,0.11670782113526536,0.10601912194836047,0.9722736879346784,0.9771525398480561,1e-05,0.5551043314946519,0.4571346969730929,503.69542956352234,39380.110119342804,22.208984375,1982.0,1594.39404296875,1571.8515625,4790.6171875,99.0
79,0.1169292555695906,0.10628866593861357,0.9721666185630359,0.9773759868911068,1e-05,0.554503845396261,0.4606415548321744,502.1836233139038,39882.29474067688,22.208984375,1982.0,1594.39404296875,1571.8515625,4790.6171875,99.4
80,0.11586738403843236,0.1051180255926039,0.9725483441488916,0.9772642633695814,1e-05,0.5535604621755229,0.45542616460960134,500.7194857597351,40383.01522445679,22.208984375,1982.0,1594.39404296875,1571.4140625,4790.1796875,99.4
81,0.11563283434008313,0.10502519785584298,0.9727019654212482,0.9768546104573216,1e-05,0.5526996489555944,0.45432008969593773,503.0591049194336,40886.09385609627,22.208984375,1982.0,1594.39404296875,1571.8515625,4790.6171875,99.3
82,0.11591119462226386,0.10537195411902966,0.9726042064297485,0.9775621927603158,1e-05,0.5544058770385006,0.4690893557287268,501.9378297328949,41388.051199674606,22.208984375,1982.0,1594.39404296875,1571.8515625,4790.6171875,99.3
83,0.1148398116404939,0.10656614709630527,0.9727112758013909,0.9774690898257113,1e-05,0.5536548203454267,0.4729818497260992,503.5356287956238,41891.58782744408,22.208984375,1982.0,1594.39404296875,1571.8515625,4790.6171875,99.6
84,0.11411835861087352,0.10424176932105973,0.9732233467092462,0.9771897810218978,1e-05,0.5507589012066155,0.4541489184213505,501.69702792167664,42393.28585743904,22.208984375,1982.0,1594.39404296875,1571.8515625,4790.6171875,99.5
85,0.11394009874607983,0.1033485690421738,0.9732140363291033,0.9776366751079995,1e-05,0.5517798726392447,0.45344302090628213,503.06479239463806,42896.372181892395,22.208984375,1982.0,1594.39404296875,1571.4140625,4790.1796875,99.2
86,0.11367272501622618,0.10309223501927653,0.9731023117673895,0.977524951586474,1e-05,0.5516032017906511,0.4533512361461992,504.9895329475403,43401.37722468376,22.208984375,1982.0,1594.39404296875,1571.8515625,4790.6171875,98.7
87,0.11360059641893686,0.10309464978069427,0.9730790358170324,0.9778042603902874,1e-05,0.5524443086751667,0.45490771902312505,500.7009720802307,43902.09823226929,22.208984375,1982.0,1594.39404296875,1571.8515625,4790.6171875,99.5
88,0.11309948372946264,0.10299855426012688,0.9734095543121025,0.9779718456725756,1e-05,0.551114097310978,0.4558498136123175,500.37863516807556,44402.477872133255,22.208984375,1982.0,1594.39404296875,1571.8515625,4790.6171875,99.7
89,0.11339584736195225,0.10175465766918183,0.973255933039746,0.9778042603902874,1e-05,0.5516155696986704,0.44969449571751274,501.9550471305847,44904.433919906616,22.208984375,1982.0,1594.39404296875,1571.8515625,4790.6171875,99.3
90,0.11344173180090143,0.10183169819280322,0.9730697254368896,0.9779532250856547,1e-05,0.5506245393616402,0.461344519919474,501.09869837760925,45405.55314540863,22.208984375,1982.0,1594.39404296875,1569.73046875,4788.23828125,99.0
91,0.11203933570217708,0.10199228955886988,0.9735445548241735,0.977897363324892,1e-05,0.5503516238625453,0.45259113502133075,500.90241718292236,45906.45656347275,22.208984375,1982.0,1594.39404296875,1571.41796875,4790.2421875,99.3
92,0.111708939974129,0.10130386720717388,0.9736050722951018,0.9779346044987338,1e-05,0.548956369147699,0.45197288753484516,499.9380762577057,46406.39564037323,22.208984375,1982.0,1594.39404296875,1571.41796875,4790.2421875,99.4
93,0.11140917612156599,0.10066714009213745,0.9739123148398149,0.9782511544763891,1e-05,0.5488770648467914,0.44895521997428767,500.41472148895264,46906.81136226654,22.208984375,1982.0,1594.39404296875,1571.41796875,4790.2421875,99.3
94,0.11171878804663639,0.10198671261394422,0.9739309356001006,0.9779346044987338,1e-05,0.5505780176764028,0.4548540073980362,503.1833186149597,47410.01399922371,22.208984375,1982.0,1594.39404296875,1570.04296875,4788.55078125,98.7
95,0.11132500874262219,0.1015204967839071,0.9740985224426714,0.9781021897810219,1e-05,0.5492107995542648,0.4507856054879968,498.69208693504333,47908.707087278366,22.208984375,1982.0,1594.39404296875,1571.4140625,4790.1796875,99.4
96,0.11032563695858691,0.10077921590956063,0.9741869710540282,0.9785677044540444,1e-05,0.546438551175957,0.4495342674934436,499.39559745788574,48408.103686094284,22.208984375,1982.0,1594.39404296875,1571.4765625,4790.2421875,99.5
97,0.11050784457941272,0.09937157119313136,0.9739821426908861,0.9787352897363325,1e-05,0.5484769859515697,0.4512381324749598,497.4174027442932,48905.52209019661,22.208984375,1982.0,1594.39404296875,1571.4765625,4790.2421875,99.3
98,0.1093816326730941,0.10036817703240145,0.974559386259741,0.9787166691494116,1e-05,0.5468943364311195,0.4517760456327566,498.7478518486023,49404.26994204521,22.208984375,1982.0,1594.39404296875,1571.4765625,4790.2421875,99.8
99,0.1099470376684531,0.09954031683328667,0.9741311087731712,0.9786235662148071,1e-05,0.5489783670934949,0.45575903029550513,503.3316705226898,49907.6016125679,22.208984375,1982.0,1594.39404296875,1048.75390625,4788.23828125,99.2
100,0.10939319957382851,0.09956391057773424,0.9743824890370274,0.9787352897363325,1e-05,0.5474152226754254,0.4528431800586286,505.3119764328003,50412.914590120316,22.208984375,1982.0,1594.39404296875,1034.578125,4790.2421875,99.1
101,0.10890541454210717,0.09893696042354587,0.9744988687888126,0.978828392670937,1e-05,0.5463761380701094,0.4479736342402412,502.78541827201843,50915.70100617409,22.208984375,1982.0,1594.39404296875,1030.953125,4790.2421875,99.5
102,0.10871670525006158,0.09914344417603578,0.9745128343590269,0.9787725309101742,1e-05,0.5457955222258701,0.4484866801768643,508.58943247795105,51424.3054459095,22.208984375,1982.0,1594.39404296875,1031.328125,4790.6171875,98.6
103,0.10730388330424306,0.0999791659864267,0.9750993883080246,0.9787352897363325,1e-05,0.5463949992778417,0.47445203978099393,518.1389696598053,51942.44540286064,22.208984375,1982.0,1594.39404296875,1031.328125,4790.6171875,98.2
104,0.10852914375558768,0.09829195553089208,0.9747223179122404,0.9789773573663042,1e-05,0.5464478642331395,0.4484521399200646,556.4317362308502,52498.878136873245,22.208984375,1982.0,1594.39404296875,1002.80078125,4790.1796875,97.8
105,0.10756532443925233,0.09826503913756918,0.9751273194484531,0.9792194249962759,1e-05,0.5461769843230914,0.4473257849899433,547.9939804077148,53046.873119831085,22.208984375,1982.0,1594.39404296875,844.56640625,4788.23828125,98.2
106,0.10784489528289909,0.09823804457613533,0.9751180090683103,0.9793125279308804,1e-05,0.544154176640382,0.44706035688526136,545.4844288825989,53592.374074697495,22.208984375,1982.0,1594.39404296875,819.1953125,4790.6171875,98.8
107,0.10759496571271394,0.09713842493684348,0.9750342156470249,0.9794242514524057,1e-05,0.5436617342073713,0.44456773221217516,529.0703492164612,54121.46296906471,22.208984375,1982.0,1594.39404296875,742.62890625,4790.6171875,97.8
108,0.10725174871533442,0.09773658439666855,0.9752390440101669,0.9792566661701176,1e-05,0.5456656063978254,0.44694296247856496,527.1580605506897,54648.64157819748,22.208984375,1982.0,1594.39404296875,742.5625,4790.6171875,99.2
109,0.10586707178673815,0.09656280242062025,0.9755742176953085,0.9796476984954566,1e-05,0.5428097457290489,0.4476429766520434,527.5643417835236,55176.20691847801,22.208984375,1982.0,1594.39404296875,741.6875,4790.1796875,98.0
110,0.1063788957953574,0.09745133905613962,0.9754950794640945,0.9794614926262476,1e-05,0.5449867861945736,0.4446821584442982,516.2883121967316,55692.495230674744,22.208984375,1982.0,1594.39404296875,741.203125,4790.2421875,99.5
111,0.10542290408381697,0.0963735390495041,0.9757231837775936,0.9797035602562193,1e-05,0.5429159515711374,0.443994924099776,507.55483055114746,56200.051067352295,22.208984375,1982.0,1594.39404296875,736.96875,4790.2421875,99.3
112,0.1057052236513293,0.09581537334406304,0.975420596422952,0.9800387308207955,1e-05,0.5438650699832377,0.44499527381639553,505.2570550441742,56705.32614469528,22.208984375,1982.0,1594.39404296875,740.80078125,4790.6171875,99.5
113,0.10546580061878508,0.09518082498167801,0.9756999078272366,0.9802249366900044,1e-05,0.5451225598783384,0.4440441632544286,500.6103284358978,57205.9374730587,22.208984375,1982.0,1594.39404296875,740.5234375,4790.1796875,99.6
114,0.10497589911351793,0.09529881225226002,0.9758442187194503,0.9803366602115299,1e-05,0.5441806653269862,0.4449141606051432,497.88463711738586,57703.823112249374,22.208984375,1982.0,1594.39404296875,740.73828125,4822.17578125,99.5
115,0.10448462586879999,0.09483906996941271,0.9759745640414498,0.9801876955161627,1e-05,0.5423248124501978,0.441876168793011,495.2802641391754,58199.10438632965,22.208984375,1982.0,1594.39404296875,740.828125,4822.17578125,99.4
116,0.10467762457771516,0.09559446528252077,0.9761700820244491,0.9800573514077163,1e-05,0.5420862282475759,0.44524733884917383,494.6713833808899,58693.79028058052,22.208984375,1982.0,1594.39404296875,741.96875,4822.55078125,99.2
117,0.1034516314354686,0.09449140323720275,0.9765052557095906,0.9804483837330553,1e-05,0.542844118719417,0.44182012527936904,502.5031614303589,59196.29445075989,22.208984375,1982.0,1594.39404296875,742.015625,4822.55078125,98.6
118,0.10403959972899195,0.09390964606352585,0.976011805562021,0.9805973484284225,1e-05,0.5431228039095022,0.4412966553578518,500.99185705184937,59697.30132460594,22.208984375,1982.0,1594.39404296875,741.7109375,4822.11328125,99.1
119,0.10336105967470162,0.09403976536210658,0.9761887027847347,0.9806532101891852,1e-05,0.5407957128897897,0.4460137444637792,501.6238646507263,60198.94624590874,22.208984375,1982.0,1594.39404296875,742.16015625,4822.55078125,99.3
120,0.10288904693041451,0.09409195329823598,0.9764633589989479,0.980504245493818,1e-05,0.5422613077558727,0.4473238224672806,533.4147243499756,60732.36197090149,22.208984375,1982.0,1594.39404296875,742.17578125,4822.55078125,98.8
