x,y,delta_x,delta_y,new_field
16.000000,21.000000,0.000374,-0.004789,0
21.000000,16.000000,0.003376,-0.010695,0
174.000000,178.000000,-16.381897,0.088867,0
678.000000,391.000000,-0.003784,0.001984,0
682.000000,388.000000,-0.005188,0.002350,0
647.000000,114.000000,0.001038,-0.000435,0
12.000000,24.000000,-0.004930,-0.001377,0
151.000000,129.000000,-0.000031,-0.000137,0
6.000000,113.000000,-0.000250,-0.001137,0
507.000000,128.000000,-0.000092,-0.000069,0
24.000000,9.000000,-0.001530,0.002537,0
467.000000,182.000000,-13.908356,0.025894,0
468.000000,111.000000,0.006256,-0.018166,0
466.000000,121.000000,0.006561,-0.007843,0
673.000000,397.000000,-0.000305,-0.001434,0
101.000000,115.000000,0.000160,-0.000008,0
367.000000,112.000000,-0.000031,0.000748,0
671.000000,405.000000,0.002686,-0.013977,0
185.000000,112.000000,0.001144,0.000008,0
190.000000,113.000000,0.001251,-0.000244,0
258.000000,113.000000,0.000000,-0.001259,0
134.000000,111.000000,-0.000366,-0.000473,0
4.000000,27.000000,-0.023789,0.006414,0
689.000000,383.000000,0.000000,-0.000183,0
234.000000,114.000000,-0.003204,0.004272,0
92.000000,113.000000,-0.000305,-0.000038,0
534.000000,112.000000,-0.000183,0.000183,0
124.000000,112.000000,0.000038,-0.001511,0
472.000000,181.000000,-13.912231,0.006531,0
461.000000,111.000000,0.000793,0.000671,0
30.000000,122.000000,0.000084,-0.001114,0
678.000000,171.000000,-12.990540,0.057281,0
512.000000,123.000000,-0.000061,0.000580,0
401.000000,176.000000,-18.367462,-0.092606,0
396.000000,174.000000,-18.042664,-0.134338,0
508.000000,112.000000,0.000946,0.000298,0
555.000000,245.000000,0.048401,-0.009598,0
516.000000,119.000000,0.000000,0.000137,0
399.000000,115.000000,-0.000031,0.002625,0
24.000000,2.000000,-0.000687,0.002723,0
513.000000,177.000000,-13.648010,0.040863,0
643.000000,103.000000,-0.000854,0.000343,0
669.000000,169.000000,-12.965393,-0.042389,0
573.000000,125.000000,0.000122,0.001106,2
560.000000,121.000000,-0.000549,0.001076,0
452.000000,125.000000,0.000092,0.000832,0
477.000000,115.000000,0.000092,-0.000038,0
556.000000,124.000000,-0.000549,0.000069,0
689.000000,120.000000,-0.000061,0.000053,0
330.000000,126.000000,0.000061,0.000099,0
566.000000,125.000000,-0.000122,0.001015,0
357.000000,124.000000,0.000244,0.000130,0
552.000000,121.000000,-0.000244,0.000305,0
474.000000,127.000000,-0.000122,0.000290,0
363.000000,120.000000,-0.000244,0.000061,0
590.000000,115.000000,0.000000,0.000076,0
276.000000,117.000000,0.000061,-0.000130,0
382.000000,117.000000,-0.000122,0.000076,0
260.000000,125.000000,-11.686584,-3.821815,0
287.000000,118.000000,-0.000885,0.000038,0
524.000000,117.000000,0.000244,0.000183,0
156.000000,121.000000,-0.000198,-0.000092,0
444.000000,118.000000,-0.000061,-0.000305,0
589.000000,123.000000,0.000000,-0.000122,0
663.000000,113.000000,-0.000244,-0.000397,0
250.000000,120.000000,-0.000549,0.000313,0
106.000000,113.000000,0.000877,-0.002670,0
21.000000,16.000000,-0.007893,0.017420,0
16.000000,21.000000,-0.012335,0.020525,0
158.000000,178.000000,-14.511002,0.117111,0
679.000000,390.000000,-0.002441,0.004791,0
453.000000,182.000000,-15.535919,0.154861,0
12.000000,24.000000,-0.012568,0.018661,0
675.000000,394.000000,-0.002319,0.005737,0
647.000000,114.000000,-0.000549,0.000389,0
151.000000,129.000000,0.000092,0.001038,0
24.000000,9.000000,0.000938,-0.003828,0
6.000000,113.000000,-0.013359,0.012733,0
507.000000,128.000000,0.008636,0.026337,0
468.000000,111.000000,0.000000,-0.000053,0
466.000000,121.000000,0.000092,-0.000076,0
685.000000,385.000000,0.001038,0.001221,0
101.000000,115.000000,0.000710,-0.000183,0
367.000000,112.000000,0.000488,-0.000229,0
670.000000,405.000000,0.000000,-0.001068,0
185.000000,112.000000,0.000076,0.001358,0
190.000000,113.000000,-0.000473,0.000557,0
258.000000,113.000000,0.000275,0.000122,0
134.000000,111.000000,-0.016403,0.000572,0
234.000000,114.000000,-0.000504,-0.000305,0
4.000000,26.000000,0.004152,0.011383,0
380.000000,177.000000,-14.629120,0.095993,0
92.000000,113.000000,-0.000847,-0.000610,0
534.000000,112.000000,0.000427,0.000000,0
124.000000,112.000000,-0.022888,0.015976,0
692.000000,382.000000,0.010986,-0.000580,0
461.000000,111.000000,0.000519,-0.000237,0
398.000000,176.000000,-7.897919,0.510101,0
30.000000,122.000000,-0.002304,-0.001488,0
664.000000,171.000000,-14.101624,-0.030090,0
512.000000,123.000000,0.005737,0.010483,0
464.000000,181.000000,-15.257355,0.237411,0
508.000000,112.000000,0.000092,-0.000069,0
657.000000,171.000000,-14.069092,0.019913,0
403.000000,174.000000,-0.860748,0.904373,0
459.000000,182.000000,-15.458038,0.201111,0
497.000000,177.000000,-14.636932,0.288162,0
555.000000,245.000000,0.015747,0.004501,0
516.000000,119.000000,0.003174,0.002457,0
399.000000,115.000000,0.011261,0.024750,0
594.000000,165.000000,-13.228882,0.116409,0
24.000000,2.000000,0.000135,-0.001668,0
643.000000,103.000000,-0.000427,0.000084,0
670.000000,173.000000,-14.068848,-0.000214,0
379.000000,168.000000,-14.678009,-0.050812,0
573.000000,125.000000,0.000000,-0.000092,2
560.000000,121.000000,0.000061,-0.000130,0
452.000000,125.000000,0.000000,0.000015,0
477.000000,115.000000,-0.000061,-0.000244,0
556.000000,124.000000,0.000000,0.000252,0
689.000000,120.000000,0.000305,-0.000038,0
330.000000,126.000000,0.000061,-0.000122,0
566.000000,125.000000,0.000061,-0.000069,0
357.000000,124.000000,-0.000031,0.000015,0
552.000000,121.000000,0.000122,-0.000031,0
474.000000,127.000000,-0.000061,0.000053,0
363.000000,120.000000,0.000000,0.000107,0
590.000000,115.000000,0.000000,-0.000145,0
276.000000,117.000000,0.000153,-0.000015,0
382.000000,117.000000,-0.000061,0.000328,0
260.000000,125.000000,0.000122,0.000206,0
287.000000,118.000000,-0.000153,0.000221,0
524.000000,117.000000,-0.000854,-0.000092,0
156.000000,121.000000,0.000092,-0.000351,0
444.000000,118.000000,-0.000305,-0.000114,0
589.000000,123.000000,0.000122,0.000008,0
663.000000,113.000000,0.000366,-0.000130,0
250.000000,120.000000,0.000290,0.000038,0
106.000000,113.000000,-0.000923,0.000107,0
16.000000,21.000000,0.000000,0.000000,0
21.000000,16.000000,0.000000,0.000000,0
679.000000,390.000000,0.000671,-0.001343,0
142.000000,178.000000,-0.007660,0.001740,0
437.000000,182.000000,0.001801,-0.000076,0
675.000000,394.000000,0.000977,-0.002136,0
647.000000,114.000000,0.001099,-0.000046,0
11.000000,24.000000,0.000000,0.000000,0
6.000000,113.000000,0.000364,-0.000610,0
507.000000,128.000000,-0.004578,0.007751,0
24.000000,9.000000,0.000000,0.000000,0
468.000000,111.000000,0.000092,0.000076,0
466.000000,121.000000,0.000000,0.000038,0
685.000000,385.000000,-0.000366,-0.000458,0
101.000000,115.000000,-0.000298,0.000031,0
367.000000,112.000000,0.000061,0.000153,0
670.000000,405.000000,-0.000061,0.002167,0
400.000000,176.000000,0.068542,-0.009720,0
185.000000,112.000000,-0.000076,0.000229,0
190.000000,113.000000,0.001007,0.000801,0
5.000000,27.000000,0.000031,-0.000031,0
258.000000,113.000000,0.000305,0.000267,0
134.000000,111.000000,-0.000885,-0.000061,0
234.000000,114.000000,0.000488,-0.000465,0
363.000000,174.000000,0.004883,-0.000854,0
92.000000,113.000000,-0.000893,-0.000496,0
534.000000,112.000000,0.000488,-0.000198,0
123.000000,112.000000,0.000267,-0.001106,0
692.000000,382.000000,-0.007874,0.000763,0
395.000000,176.000000,0.067474,0.016296,0
461.000000,111.000000,-0.000397,0.000488,0
649.000000,171.000000,0.003296,0.010864,0
30.000000,122.000000,0.001060,-0.000595,0
512.000000,123.000000,-0.002411,0.004326,0
443.000000,181.000000,0.010681,-0.003342,0
508.000000,112.000000,-0.000275,0.000221,0
555.000000,245.000000,-0.000916,0.000565,0
446.000000,177.000000,0.019348,-0.004791,0
516.000000,119.000000,-0.002197,-0.000092,0
682.000000,172.000000,0.000366,0.000580,0
399.000000,115.000000,0.001221,-0.000389,0
580.000000,165.000000,-0.034607,-0.024399,0
24.000000,2.000000,0.000000,0.000000,0
643.000000,103.000000,-0.000916,-0.000374,0
365.000000,167.000000,-0.003021,-0.004807,0
573.000000,125.000000,0.000366,-0.000305,2
560.000000,121.000000,0.000000,0.000237,0
452.000000,125.000000,0.000122,0.000221,0
477.000000,115.000000,-0.000031,-0.000305,0
556.000000,124.000000,0.000122,-0.000015,0
689.000000,120.000000,-0.000183,-0.000008,0
330.000000,126.000000,-0.000183,0.000114,0
566.000000,125.000000,0.000000,0.000237,0
357.000000,124.000000,-0.000610,0.000137,0
552.000000,121.000000,0.000244,0.000336,0
474.000000,127.000000,-0.000122,0.000099,0
363.000000,120.000000,0.000061,0.000046,0
590.000000,115.000000,-0.000122,0.000160,0
276.000000,117.000000,0.000153,-0.000046,0
382.000000,117.000000,-0.000092,0.000191,0
260.000000,125.000000,-0.000122,0.000153,0
287.000000,118.000000,-0.000153,0.000023,0
524.000000,117.000000,-0.000061,0.000107,0
156.000000,121.000000,0.000137,-0.000183,0
444.000000,118.000000,-0.000061,-0.000046,0
589.000000,123.000000,-0.000793,-0.000145,0
663.000000,113.000000,0.000793,-0.000084,0
250.000000,120.000000,0.000336,0.000046,0
106.000000,113.000000,-0.000710,-0.000084,0
16.000000,21.000000,0.000019,-0.000048,0
21.000000,16.000000,-0.000010,-0.000092,0
679.000000,390.000000,0.000122,-0.000153,0
142.000000,178.000000,-14.985168,0.370255,0
437.000000,182.000000,-15.626221,0.101639,0
675.000000,394.000000,0.000000,0.000061,0
647.000000,114.000000,-0.000122,0.000778,0
11.000000,24.000000,-0.000137,0.000008,0
6.000000,113.000000,-0.001064,-0.000206,0
507.000000,128.000000,0.000031,0.000259,0
24.000000,9.000000,0.000034,-0.000002,0
468.000000,111.000000,-0.000092,-0.003868,0
466.000000,121.000000,0.000458,0.000580,0
685.000000,385.000000,0.000000,0.000031,0
101.000000,115.000000,-0.000305,-0.000191,0
367.000000,112.000000,-0.000824,0.000175,0
400.000000,176.000000,-0.325928,0.264938,0
670.000000,405.000000,0.000122,-0.000183,0
185.000000,112.000000,-0.000870,0.000740,0
190.000000,113.000000,0.000214,0.000046,0
5.000000,27.000000,-0.000042,0.000072,0
258.000000,113.000000,0.000183,-0.000107,0
134.000000,111.000000,0.000458,-0.000954,0
234.000000,114.000000,0.000015,0.001152,0
366.000000,177.000000,-13.841766,0.108017,0
92.000000,113.000000,-0.001350,-0.000160,0
534.000000,112.000000,-0.000061,0.000084,0
123.000000,112.000000,-0.000206,0.000465,0
692.000000,382.000000,0.000488,-0.000214,0
395.000000,176.000000,-0.248688,0.465881,0
461.000000,111.000000,0.002380,-0.013443,0
649.000000,171.000000,-14.001099,0.110947,0
30.000000,122.000000,0.000227,-0.000824,0
512.000000,123.000000,0.000061,0.000076,0
443.000000,181.000000,-15.567139,0.088470,0
508.000000,112.000000,0.000397,-0.000664,0
555.000000,245.000000,-0.018921,0.015778,0
446.000000,177.000000,-15.393188,0.075745,0
516.000000,119.000000,-0.000122,0.000008,0
580.000000,165.000000,-12.834961,-0.124268,0
682.000000,172.000000,-13.050659,0.053589,0
399.000000,115.000000,0.001129,0.002388,0
24.000000,2.000000,-0.000051,0.000237,0
643.000000,103.000000,0.000854,-0.000351,0
365.000000,167.000000,-13.724548,0.113113,0
573.000000,125.000000,-0.000061,0.000000,2
560.000000,121.000000,0.000244,0.000786,0
452.000000,125.000000,0.000061,0.000343,0
477.000000,115.000000,-0.000153,-0.000267,0
556.000000,124.000000,0.000183,-0.000015,0
689.000000,120.000000,0.000671,0.000076,0
330.000000,126.000000,-0.000397,0.000786,0
566.000000,125.000000,0.000183,0.000443,0
357.000000,124.000000,-0.000427,0.000114,0
552.000000,121.000000,0.000427,0.000534,0
474.000000,127.000000,0.000061,0.000374,0
363.000000,120.000000,-0.000153,0.000061,0
590.000000,115.000000,0.000000,0.000381,0
276.000000,117.000000,0.000275,0.000000,0
382.000000,117.000000,0.000031,-0.000015,0
260.000000,125.000000,-0.000122,0.000137,0
287.000000,118.000000,-0.000214,-0.000351,0
524.000000,117.000000,0.000977,0.000183,0
156.000000,121.000000,-0.012024,-0.002670,0
444.000000,118.000000,-0.000061,-0.000061,0
589.000000,123.000000,0.000061,-0.000122,0
663.000000,113.000000,-0.000427,0.000282,0
250.000000,120.000000,0.000336,-0.000092,0
106.000000,113.000000,0.000511,-0.000214,0
16.000000,21.000000,-0.000053,0.000065,0
21.000000,16.000000,-0.000053,0.000135,0
679.000000,390.000000,0.000244,-0.000153,0
127.000000,178.000000,-16.174568,-0.031555,0
422.000000,182.000000,-14.758453,0.060333,0
675.000000,394.000000,0.001831,-0.001923,0
647.000000,114.000000,-0.000061,-0.000099,0
11.000000,24.000000,0.000013,0.000008,0
6.000000,113.000000,-0.000500,0.000168,0
507.000000,128.000000,0.007416,-0.001793,0
24.000000,9.000000,0.000008,0.000109,0
468.000000,111.000000,0.000305,0.004097,0
466.000000,121.000000,0.000183,-0.000298,0
685.000000,385.000000,0.000000,0.000031,0
101.000000,115.000000,-0.000336,-0.000122,0
367.000000,112.000000,-0.000092,0.000046,0
670.000000,405.000000,0.001099,-0.002563,0
400.000000,177.000000,0.026306,0.147141,0
185.000000,112.000000,0.000183,0.000015,0
190.000000,113.000000,0.000168,-0.000938,0
5.000000,27.000000,-0.000027,-0.000021,0
258.000000,113.000000,-0.000488,0.000214,0
134.000000,111.000000,-0.021973,0.027779,0
234.000000,114.000000,0.000366,0.000557,0
352.000000,177.000000,-15.725464,-0.171509,0
92.000000,113.000000,-0.006996,-0.011177,0
534.000000,112.000000,-0.000549,-0.000450,0
637.000000,171.000000,-14.166199,-0.150055,0
123.000000,112.000000,-0.015106,0.014771,0
692.000000,382.000000,0.000000,-0.000031,0
461.000000,111.000000,0.003784,0.029648,0
394.000000,177.000000,-0.197479,0.168884,0
30.000000,122.000000,-0.000132,0.000137,0
512.000000,123.000000,-0.000183,-0.002792,0
508.000000,112.000000,-0.000366,-0.000725,0
427.000000,181.000000,-14.710938,-0.020233,0
555.000000,245.000000,0.023376,-0.059921,0
669.000000,172.000000,-13.213562,-0.186340,0
516.000000,119.000000,0.000000,-0.000206,0
681.000000,171.000000,-13.644043,-0.055466,0
567.000000,165.000000,-13.785278,0.110703,0
399.000000,115.000000,0.001923,0.000443,0
24.000000,2.000000,-0.000002,-0.000233,0
643.000000,103.000000,0.000854,-0.000023,0
573.000000,125.000000,-0.000732,-0.003090,2
560.000000,121.000000,0.165894,-0.003296,0
452.000000,125.000000,0.002960,0.005966,0
477.000000,115.000000,0.000153,-0.153191,0
556.000000,124.000000,0.221558,0.006721,0
689.000000,120.000000,-0.011108,0.001663,0
330.000000,126.000000,0.267914,0.002617,0
566.000000,125.000000,0.099915,-0.011452,0
357.000000,124.000000,0.002014,0.007668,0
552.000000,121.000000,0.257935,0.013428,0
474.000000,127.000000,-0.001434,-0.222252,0
363.000000,120.000000,0.002747,0.007706,0
590.000000,115.000000,0.000916,0.001740,0
276.000000,117.000000,0.010101,-0.024437,0
382.000000,117.000000,-0.003021,0.004059,0
260.000000,125.000000,0.001343,-0.014900,0
287.000000,118.000000,0.004242,-0.001793,0
524.000000,117.000000,0.004028,0.017754,0
156.000000,121.000000,0.014374,-0.005287,0
444.000000,118.000000,0.002716,0.007095,0
589.000000,123.000000,-0.001343,-0.004417,0
663.000000,113.000000,-0.000366,-0.000648,0
250.000000,120.000000,0.012817,-0.018806,0
106.000000,113.000000,0.010017,0.019402,0
16.000000,21.000000,0.017260,0.005487,0
21.000000,16.000000,0.010162,0.010201,0
679.000000,390.000000,-0.011414,-0.008972,0
110.000000,179.000000,-15.730377,0.028336,0
407.000000,182.000000,-16.347961,0.411530,0
675.000000,394.000000,-0.002869,-0.014404,0
647.000000,114.000000,-0.000427,-0.001022,0
11.000000,24.000000,0.025856,-0.000534,0
400.000000,177.000000,-14.194550,0.052216,0
6.000000,113.000000,0.005007,-0.001389,0
507.000000,128.000000,0.035126,-0.018906,0
24.000000,9.000000,-0.000591,0.031861,0
468.000000,111.000000,0.015472,-0.101524,0
466.000000,121.000000,0.014526,-0.164307,0
685.000000,385.000000,0.008057,-0.022369,0
101.000000,115.000000,0.014740,0.007286,0
367.000000,112.000000,0.004944,0.011536,0
671.000000,405.000000,-0.001404,-0.024048,0
185.000000,112.000000,0.006271,0.004730,0
190.000000,113.000000,0.006332,0.007225,0
5.000000,27.000000,0.007705,0.002262,0
258.000000,113.000000,0.014374,-0.035400,0
134.000000,111.000000,-0.010193,0.040871,0
394.000000,177.000000,-11.484802,-0.048035,0
234.000000,114.000000,0.019638,-0.017006,0
333.000000,175.000000,-15.488342,0.044983,0
92.000000,113.000000,-0.020760,-0.006096,0
534.000000,112.000000,0.011841,0.042305,0
622.000000,171.000000,-14.380798,0.122925,0
123.000000,112.000000,-0.043304,0.044823,0
692.000000,382.000000,0.032532,-0.026581,0
461.000000,111.000000,-0.028778,-0.021126,0
30.000000,122.000000,-0.002838,-0.006409,0
512.000000,123.000000,0.006592,0.002548,0
415.000000,181.000000,-15.221283,0.411285,0
508.000000,112.000000,0.002777,-0.012421,0
555.000000,245.000000,-0.043091,-0.025253,0
516.000000,119.000000,0.002808,0.002472,0
399.000000,115.000000,0.185486,-0.411766,0
24.000000,2.000000,-0.000126,0.019397,0
643.000000,103.000000,-0.000854,-0.000168,0
668.000000,171.000000,-12.662354,-0.041122,0
654.000000,172.000000,-12.926575,0.016846,0
573.000000,125.000000,0.001099,0.002808,2
560.000000,121.000000,-0.174438,0.004707,0
452.000000,125.000000,-0.000122,0.001678,0
477.000000,115.000000,0.000793,0.000092,0
689.000000,120.000000,0.017395,0.002693,0
330.000000,126.000000,-0.260559,-0.000519,0
357.000000,124.000000,-0.000061,-0.000389,0
566.000000,125.000000,-0.098389,0.010216,0
552.000000,121.000000,-0.273560,-0.005928,0
363.000000,120.000000,-0.001312,0.000816,0
474.000000,127.000000,-0.001221,0.000862,0
590.000000,115.000000,0.006897,0.030098,0
276.000000,117.000000,-12.235962,-1.085602,0
260.000000,125.000000,-11.676086,-3.802788,0
383.000000,117.000000,-0.000824,0.003464,0
287.000000,118.000000,0.072937,0.069984,0
524.000000,117.000000,0.000305,0.001823,0
444.000000,118.000000,-0.001068,-0.000443,0
156.000000,121.000000,0.003693,-0.001740,0
589.000000,122.000000,0.006226,0.024345,0
663.000000,113.000000,-0.000061,0.001457,0
249.000000,121.000000,-0.033752,0.034393,0
106.000000,113.000000,0.001411,-0.004349,0
18.000000,19.000000,-0.009142,-0.017792,0
679.000000,390.000000,0.009155,0.014374,0
95.000000,179.000000,-14.972122,-0.085739,0
647.000000,114.000000,-0.002747,0.000961,0
468.000000,111.000000,0.006134,0.002113,0
6.000000,113.000000,-0.015120,-0.009865,0
23.000000,12.000000,-0.000420,-0.030452,0
11.000000,24.000000,-0.008844,-0.016233,0
507.000000,128.000000,-0.039917,0.019196,0
467.000000,120.000000,0.002258,0.001610,0
673.000000,397.000000,0.002319,0.022247,0
101.000000,115.000000,0.003265,-0.003693,0
367.000000,112.000000,-0.002899,-0.008911,0
399.000000,177.000000,-14.180847,-0.127151,0
685.000000,385.000000,-0.009033,0.030029,0
670.000000,405.000000,0.004211,0.018860,0
390.000000,183.000000,-13.085754,-0.155243,0
185.000000,112.000000,0.005859,-0.235474,0
463.000000,110.000000,0.020813,-0.000526,0
190.000000,113.000000,-0.000244,-0.242355,0
317.000000,175.000000,-15.069305,-0.162567,0
134.000000,111.000000,0.017578,-0.033531,0
403.000000,180.000000,-14.552124,-0.073044,0
5.000000,27.000000,-0.010008,-0.013281,0
234.000000,114.000000,-0.047073,0.184105,0
535.000000,113.000000,-0.014221,-0.046082,0
257.000000,112.000000,0.066711,0.045090,0
92.000000,113.000000,0.019341,-0.012390,0
123.000000,113.000000,0.032410,-0.015938,0
611.000000,173.000000,-13.736023,0.056168,0
394.000000,178.000000,-14.098572,-0.145340,0
30.000000,122.000000,0.058428,0.046417,0
512.000000,123.000000,-0.003784,0.005112,0
606.000000,171.000000,-13.727417,0.073166,0
508.000000,112.000000,-0.019501,0.020348,0
555.000000,245.000000,-0.012756,-0.055984,0
516.000000,119.000000,-0.003540,0.003838,0
24.000000,2.000000,-0.005844,-0.012576,0
643.000000,103.000000,-0.012878,0.000374,0
641.000000,172.000000,-14.436462,0.043976,0
573.000000,125.000000,0.000122,-0.000366,2
560.000000,121.000000,0.000061,-0.000336,0
452.000000,125.000000,0.000275,0.000435,0
477.000000,115.000000,0.000092,0.000061,0
556.000000,124.000000,0.000000,-0.000046,0
689.000000,120.000000,0.000427,0.000267,0
330.000000,125.000000,0.001007,-0.000404,0
566.000000,125.000000,0.000000,0.000366,0
357.000000,124.000000,0.000305,-0.000153,0
552.000000,121.000000,0.000183,0.000450,0
363.000000,120.000000,0.000153,-0.000290,0
474.000000,127.000000,-0.000061,0.000259,0
590.000000,115.000000,0.000427,0.002289,0
260.000000,125.000000,-0.001465,0.001083,0
276.000000,117.000000,-0.024200,0.001472,0
382.000000,117.000000,-0.000214,0.000717,0
287.000000,118.000000,-0.024597,0.002922,0
524.000000,117.000000,-0.000122,0.000679,0
444.000000,118.000000,0.000061,0.000076,0
156.000000,121.000000,0.000092,-0.000061,0
589.000000,123.000000,0.000000,0.002411,0
663.000000,113.000000,0.000061,-0.000206,0
250.000000,120.000000,-0.001083,0.000847,0
106.000000,113.000000,0.000038,0.000191,0
21.000000,16.000000,-0.000072,0.000124,0
16.000000,21.000000,0.000057,0.000000,0
679.000000,390.000000,-0.000366,0.000336,0
79.000000,179.000000,-14.980011,0.169113,0
676.000000,394.000000,-0.000183,0.000336,0
647.000000,114.000000,-0.000244,0.000076,0
6.000000,113.000000,-0.000679,0.000748,0
507.000000,128.000000,0.000031,0.000351,0
24.000000,9.000000,0.004639,-0.007581,0
468.000000,111.000000,0.000061,0.000130,0
467.000000,120.000000,-0.000366,-0.000198,0
685.000000,385.000000,-0.000244,0.000153,0
367.000000,112.000000,0.000000,0.000725,0
101.000000,115.000000,-0.000427,0.000114,0
671.000000,402.000000,-0.000122,0.000641,0
376.000000,182.000000,-15.069855,0.245056,0
8.000000,25.000000,-0.000866,0.000034,0
185.000000,112.000000,-0.005661,-0.002281,0
234.000000,114.000000,-0.000870,0.000641,0
190.000000,112.000000,-0.006271,-0.002563,0
385.000000,182.000000,-14.750153,0.208038,0
135.000000,112.000000,0.000610,-0.000137,0
302.000000,175.000000,-14.066376,0.046280,0
597.000000,173.000000,-14.291443,0.117538,0
257.000000,112.000000,0.000305,0.006783,0
534.000000,112.000000,-0.000122,-0.000038,0
92.000000,113.000000,-0.003937,-0.001755,0
123.000000,113.000000,0.000206,0.000015,0
307.000000,177.000000,-14.015625,0.005051,0
591.000000,170.000000,-14.343750,-0.012436,0
512.000000,123.000000,0.000000,-0.000244,0
29.000000,121.000000,-0.010433,-0.014534,0
508.000000,112.000000,-0.000885,-0.001198,0
25.000000,2.000000,0.005455,-0.016522,0
555.000000,245.000000,0.016785,-0.021957,0
516.000000,119.000000,-0.000488,0.000290,0
627.000000,172.000000,-12.313660,0.078934,0
643.000000,103.000000,0.000793,-0.000023,0
573.000000,125.000000,0.000122,-0.000175,2
560.000000,121.000000,0.000183,-0.000450,0
452.000000,125.000000,-0.000122,-0.000137,0
477.000000,115.000000,-0.000061,0.000000,0
556.000000,124.000000,0.000000,-0.000069,0
689.000000,120.000000,-0.000610,0.000031,0
330.000000,125.000000,-0.000031,-0.000023,0
566.000000,125.000000,0.000061,0.000320,0
357.000000,124.000000,0.000000,0.000046,0
552.000000,121.000000,0.000244,-0.000137,0
363.000000,120.000000,-0.000061,-0.000061,0
474.000000,127.000000,0.000000,0.000229,0
590.000000,115.000000,-0.000061,-0.000053,0
260.000000,125.000000,-0.001068,0.001122,0
276.000000,117.000000,-0.001984,0.002098,0
382.000000,117.000000,-0.000031,-0.000198,0
287.000000,118.000000,-0.000580,0.000145,0
524.000000,117.000000,-0.000244,0.000244,0
444.000000,118.000000,-0.000092,-0.000008,0
156.000000,121.000000,0.000107,-0.000038,0
589.000000,123.000000,-0.000366,0.000175,0
663.000000,113.000000,0.000061,-0.000099,0
250.000000,120.000000,-0.000488,-0.000130,0
106.000000,113.000000,0.000069,-0.000191,0
21.000000,16.000000,0.000055,-0.000042,0
16.000000,21.000000,0.000038,0.000031,0
678.000000,391.000000,0.000000,-0.000031,0
682.000000,387.000000,-0.000061,0.000092,0
62.000000,179.000000,-0.063656,-0.004257,0
647.000000,114.000000,-0.000305,0.000275,0
6.000000,113.000000,-0.000761,0.000008,0
507.000000,128.000000,-0.000122,0.000168,0
400.000000,178.000000,-0.000977,0.002609,0
24.000000,9.000000,-0.000050,0.000066,0
468.000000,111.000000,0.000122,0.000259,0
467.000000,120.000000,-0.000092,0.000015,0
673.000000,397.000000,0.000000,-0.000122,0
367.000000,112.000000,-0.000061,0.000076,0
101.000000,115.000000,-0.000038,0.000290,0
671.000000,402.000000,-0.000061,0.000183,0
361.000000,182.000000,0.010162,-0.001785,0
8.000000,25.000000,0.000053,-0.000025,0
689.000000,383.000000,-0.000061,0.000061,0
185.000000,112.000000,0.000656,0.001038,0
234.000000,114.000000,0.000427,0.000771,0
190.000000,112.000000,-0.000824,-0.000694,0
135.000000,112.000000,-0.000122,-0.001045,0
582.000000,173.000000,-0.014221,-0.015640,0
257.000000,112.000000,0.000122,0.000893,0
534.000000,112.000000,0.000000,0.000038,0
92.000000,113.000000,-0.000702,0.000015,0
371.000000,182.000000,0.064667,-0.007416,0
123.000000,113.000000,-0.000511,0.000282,0
289.000000,175.000000,-0.039001,0.002762,0
512.000000,123.000000,-0.000671,0.000114,0
29.000000,121.000000,0.000813,-0.000320,0
508.000000,112.000000,0.001007,-0.000137,0
555.000000,245.000000,-0.000549,0.000885,0
70.000000,179.000000,-0.057739,-0.001511,0
516.000000,119.000000,-0.000122,0.000267,0
26.000000,2.000000,-0.000011,0.000138,0
643.000000,103.000000,0.000488,0.000168,0
619.000000,172.000000,0.017700,-0.003113,0
614.000000,172.000000,0.041016,-0.008102,0
573.000000,125.000000,-0.000366,0.000549,2
560.000000,121.000000,0.000488,-0.000053,0
452.000000,125.000000,0.000061,0.000473,0
477.000000,115.000000,0.000031,-0.000702,0
556.000000,124.000000,-0.000061,-0.000343,0
689.000000,120.000000,-0.000366,0.000092,0
330.000000,125.000000,0.000336,0.000061,0
566.000000,125.000000,0.000000,0.000374,0
357.000000,124.000000,0.000305,-0.000084,0
552.000000,121.000000,-0.000122,-0.000023,0
363.000000,120.000000,-0.000031,0.000114,0
474.000000,127.000000,-0.000122,0.000450,0
590.000000,115.000000,0.000488,-0.000031,0
260.000000,125.000000,0.000122,0.000038,0
276.000000,117.000000,-0.000244,0.000526,0
382.000000,117.000000,-0.000366,-0.000061,0
287.000000,118.000000,0.000092,-0.000023,0
524.000000,117.000000,0.000244,-0.000488,0
444.000000,118.000000,0.000031,-0.000023,0
156.000000,121.000000,-0.000183,0.000191,0
589.000000,123.000000,-0.000061,0.000137,0
663.000000,113.000000,-0.000488,-0.000366,0
250.000000,120.000000,0.000565,0.000397,0
106.000000,113.000000,-0.000572,0.000404,0
21.000000,16.000000,-0.000694,0.001293,0
16.000000,21.000000,-0.000358,0.000578,0
678.000000,391.000000,-0.000122,0.000488,0
682.000000,387.000000,-0.000061,0.000305,0
400.000000,178.000000,-13.864502,-0.096329,0
62.000000,179.000000,-14.291481,0.092926,0
647.000000,114.000000,-0.000854,0.000214,0
